Loan_ID,Gender,Married,Dependents,Education,Self_Employed,Property_Area,Loan_Status,pca_component_1,pca_component_2
LP002938,Male,Yes,0,Graduate,Yes,Urban,Y,10805.923542143695,-846.2421790665519
LP002940,Male,No,0,Not Graduate,No,Rural,Y,-1450.05959694964,-1730.1364769608354
LP002941,Male,Yes,2,Not Graduate,Yes,Rural,N,1021.95217932376,-548.945976857184
LP002943,Male,No,Unknown,Graduate,No,Semiurban,N,-2294.0131737566885,-1791.0889424027946
LP002945,Male,Yes,0,Graduate,Yes,Rural,Y,4664.429104141224,-1289.1991990009412
LP002948,Male,Yes,2,Graduate,No,Urban,Y,492.4704292804408,-1589.6081730444623
LP002949,Female,No,3+,Graduate,Unknown,Urban,N,-7852.121271148562,39584.53194165467
LP002950,Male,Yes,0,Not Graduate,Unknown,Rural,Y,-2587.007031629285,987.4596634461144
LP002953,Male,Yes,3+,Graduate,No,Urban,Y,415.1829421980865,-1595.6522876700444
LP002958,Male,No,0,Graduate,No,Rural,Y,-1915.4236459052995,2548.825230937159
LP002959,Female,Yes,1,Graduate,No,Semiurban,Y,6698.511616748897,-1140.331630034421
LP002960,Male,Yes,0,Not Graduate,No,Urban,N,-3152.313164015689,1957.383871517099
LP002961,Male,Yes,1,Graduate,No,Semiurban,Y,-2061.1987508719617,732.7188117416399
LP002964,Male,Yes,2,Not Graduate,No,Rural,Y,-1397.5567299622298,-311.3894916584032
LP002974,Male,Yes,0,Graduate,No,Rural,Y,-2189.709792941353,171.56866252956524
LP002978,Female,No,0,Graduate,No,Rural,Y,-2380.915342189326,-1797.47511044278
LP002979,Male,Yes,3+,Graduate,No,Rural,Y,-1178.225231348545,-1710.8176208236357
LP002983,Male,Yes,1,Graduate,No,Urban,Y,2761.680513983008,-1185.0914501714474
LP002984,Male,Yes,2,Graduate,No,Urban,Y,2290.712600015351,-1460.12140435195
LP002990,Female,No,0,Graduate,Yes,Semiurban,N,-701.847082242015,-1676.0726082201231
